InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,MajorCategory,MinorCategory,OrderValue
10333,S515,Speaker,4,2024-02-17,5378,570,Canada,Electronics,Entertainment,21512
10334,S765,Trousers,1,2024-04-19,43043,877,India,Clothing,Bottoms,43043
10335,S157,Sandals,4,2024-03-01,36421,752,India,Clothing,Footwear,145684
10336,S760,Chair,4,2024-02-25,55599,903,UK,Furniture,Office,222396
10337,S988,Sofa,2,2024-04-25,14055,808,Canada,Furniture,LivingRoom,28110
10338,S387,TV,1,2024-04-28,45054,656,Canada,Electronics,Entertainment,45054
10339,S701,Sofa,3,2024-01-27,1226,247,Germany,Furniture,LivingRoom,3678
10340,S954,Jacket,5,2024-03-13,15959,969,Germany,Clothing,Outerwear,79795
10341,S841,DiningChair,2,2024-03-29,52006,180,Canada,Furniture,Dining,104012
10342,S958,DiningTable,1,2024-01-30,28845,177,UK,Furniture,Dining,28845
10343,S902,Wardrobe,1,2024-02-04,41757,561,Germany,Furniture,Bedroom,41757
10344,S699,Coat,4,2024-03-28,12372,776,Germany,Clothing,Outerwear,49488
10345,S257,Jacket,1,2024-02-04,5576,489,USA,Clothing,Outerwear,5576
10346,S105,Wardrobe,3,2024-01-12,7182,415,Germany,Furniture,Bedroom,21546
10347,S541,TV,2,2024-01-24,5921,559,Canada,Electronics,Entertainment,11842
10348,S667,Bed,1,2024-02-15,6073,195,Canada,Furniture,Bedroom,6073
10349,S497,DiningChair,1,2024-02-22,19326,897,India,Furniture,Dining,19326
10350,S375,Chair,4,2024-01-18,11308,408,UK,Furniture,Office,45232
10351,S531,Mouse,2,2024-02-05,28686,406,Germany,Electronics,Accessories,57372
10352,S607,Coat,2,2024-03-21,47444,708,Canada,Clothing,Outerwear,94888
10353,S505,Shoes,2,2024-01-01,20166,440,Canada,Clothing,Footwear,40332
10354,S943,Speaker,3,2024-04-14,28420,980,Canada,Electronics,Entertainment,85260
10355,S590,Coat,5,2024-01-26,45766,421,USA,Clothing,Outerwear,228830
10356,S348,Speaker,4,2024-04-10,37940,433,Germany,Electronics,Entertainment,151760
10357,S706,Refrigerator,1,2024-01-26,37152,658,USA,Electronics,Appliances,37152
10358,S398,CoffeeTable,2,2024-04-12,28934,951,India,Furniture,LivingRoom,57868
10359,S774,Microwave,3,2024-02-02,16061,257,Germany,Electronics,Appliances,48183
10360,S510,Desktop,5,2024-03-15,31607,647,Canada,Electronics,Computers,158035
10361,S931,Bed,3,2024-04-24,46182,649,Canada,Furniture,Bedroom,138546
10362,S463,Sofa,2,2024-03-26,43296,270,Canada,Furniture,LivingRoom,86592
10363,S200,Sandals,4,2024-01-02,7143,364,USA,Clothing,Footwear,28572
10364,S890,Desk,3,2024-02-29,25833,795,Canada,Furniture,Office,77499
10365,S402,Desk,1,2024-01-14,31838,525,India,Furniture,Office,31838
10366,S903,Trousers,3,2024-02-28,22683,311,Canada,Clothing,Bottoms,68049
10367,S813,Speaker,1,2024-04-02,28915,563,UK,Electronics,Entertainment,28915
10368,S451,Jacket,1,2024-04-18,1680,763,India,Clothing,Outerwear,1680
10369,S263,Chair,5,2024-03-11,11632,438,Canada,Furniture,Office,58160
10370,S290,Microwave,4,2024-01-24,41471,755,Germany,Electronics,Appliances,165884
10371,S498,Laptop,4,2024-02-24,39010,104,USA,Electronics,Computers,156040
10372,S992,Jacket,5,2024-04-12,6868,649,USA,Clothing,Outerwear,34340
10373,S786,TV,4,2024-02-03,7668,983,Germany,Electronics,Entertainment,30672
10374,S216,DiningChair,5,2024-03-16,25925,456,UK,Furniture,Dining,129625
10375,S186,Headphones,3,2024-03-16,40470,788,USA,Electronics,Accessories,121410
10376,S482,Laptop,3,2024-01-24,7864,810,USA,Electronics,Computers,23592
10377,S492,Wardrobe,5,2024-03-14,9235,533,USA,Furniture,Bedroom,46175
10378,S243,Headphones,2,2024-02-06,32289,291,UK,Electronics,Accessories,64578
10379,S299,Desktop,1,2024-01-18,31959,934,Germany,Electronics,Computers,31959
10380,S960,Wardrobe,4,2024-03-31,27438,554,Germany,Furniture,Bedroom,109752
10381,S325,Hoodie,1,2024-04-07,52358,399,India,Clothing,Tops,52358
10382,S568,Headphones,3,2024-04-09,11223,679,Germany,Electronics,Accessories,33669
10383,S943,Sofa,3,2024-03-10,50997,475,Canada,Furniture,LivingRoom,152991
10384,S949,Shoes,4,2024-04-04,6911,769,USA,Clothing,Footwear,27644
10385,S936,Desktop,3,2024-04-20,23044,189,Germany,Electronics,Computers,69132
10386,S981,Jeans,5,2024-02-14,45363,827,Canada,Clothing,Bottoms,226815
10387,S311,Bed,5,2024-04-10,9324,933,USA,Furniture,Bedroom,46620
10388,S431,Coat,5,2024-01-22,35508,820,UK,Clothing,Outerwear,177540
10389,S521,TV,2,2024-04-10,49358,160,UK,Electronics,Entertainment,98716
10390,S429,Chair,2,2024-04-01,9784,948,USA,Furniture,Office,19568
10391,S375,Wardrobe,2,2024-03-21,38042,742,Germany,Furniture,Bedroom,76084
10392,S867,Microwave,1,2024-03-06,26601,384,UK,Electronics,Appliances,26601
10393,S892,Refrigerator,5,2024-04-21,362,967,India,Electronics,Appliances,1810
10394,S507,Wardrobe,1,2024-03-09,52345,323,Germany,Furniture,Bedroom,52345
10395,S445,Sandals,3,2024-02-06,54486,660,Canada,Clothing,Footwear,163458
10396,S741,Sandals,1,2024-01-13,3210,902,Germany,Clothing,Footwear,3210
10397,S538,T-shirt,4,2024-01-01,30118,307,USA,Clothing,Tops,120472
10398,S469,DiningTable,3,2024-03-24,6317,356,India,Furniture,Dining,18951
10399,S843,Mouse,4,2024-02-09,41199,816,USA,Electronics,Accessories,164796
10400,S179,Laptop,1,2024-03-02,14186,235,Canada,Electronics,Computers,14186
10401,S936,Shoes,1,2024-02-13,45786,223,Germany,Clothing,Footwear,45786
10402,S191,Desk,1,2024-02-19,15204,848,India,Furniture,Office,15204
10403,S892,Coat,3,2024-02-18,9186,932,USA,Clothing,Outerwear,27558
10404,S724,Chair,5,2024-01-02,37115,765,USA,Furniture,Office,185575
10405,S803,TV,2,2024-03-19,27181,553,USA,Electronics,Entertainment,54362
10406,S493,T-shirt,1,2024-04-03,38838,459,Germany,Clothing,Tops,38838
10407,S354,Mouse,3,2024-01-11,42445,666,Canada,Electronics,Accessories,127335
10408,S721,DiningTable,3,2024-03-07,13664,621,USA,Furniture,Dining,40992
10409,S912,Wardrobe,1,2024-04-24,51567,345,Germany,Furniture,Bedroom,51567
10410,S172,Laptop,4,2024-03-17,42017,640,India,Electronics,Computers,168068
10411,S682,TV,4,2024-04-17,56614,530,UK,Electronics,Entertainment,226456
10412,S169,Desk,1,2024-03-16,1293,114,UK,Furniture,Office,1293
10413,S743,T-shirt,4,2024-02-06,33401,829,Canada,Clothing,Tops,133604
10414,S650,Refrigerator,1,2024-03-09,42178,730,USA,Electronics,Appliances,42178
10415,S308,Desktop,1,2024-04-27,33708,927,USA,Electronics,Computers,33708
10416,S954,DiningChair,5,2024-04-07,41769,765,India,Furniture,Dining,208845
10417,S544,Microwave,1,2024-01-12,16222,218,Germany,Electronics,Appliances,16222
10418,S824,CoffeeTable,2,2024-01-02,8027,240,India,Furniture,LivingRoom,16054
10419,S942,Sandals,5,2024-04-10,34096,838,UK,Clothing,Footwear,170480
10420,S220,Jacket,3,2024-04-23,48233,889,India,Clothing,Outerwear,144699
10421,S829,Refrigerator,5,2024-02-03,4385,690,India,Electronics,Appliances,21925
10422,S680,Refrigerator,1,2024-04-19,32942,270,UK,Electronics,Appliances,32942
10423,S218,Jacket,5,2024-04-02,44379,333,Canada,Clothing,Outerwear,221895
10424,S472,T-shirt,2,2024-03-01,3213,492,USA,Clothing,Tops,6426
10425,S354,Hoodie,4,2024-02-11,14913,526,UK,Clothing,Tops,59652
10426,S153,Desktop,1,2024-03-27,33101,283,USA,Electronics,Computers,33101
10427,S986,CoffeeTable,1,2024-02-29,57674,389,UK,Furniture,LivingRoom,57674
10428,S398,Desktop,1,2024-01-26,24377,677,UK,Electronics,Computers,24377
10429,S891,Desk,3,2024-03-04,38977,894,USA,Furniture,Office,116931
10430,S338,Chair,1,2024-01-04,27072,654,UK,Furniture,Office,27072
10431,S485,CoffeeTable,1,2024-03-25,49937,969,UK,Furniture,LivingRoom,49937
10432,S245,Jeans,4,2024-01-08,32445,828,UK,Clothing,Bottoms,129780
10433,S481,T-shirt,5,2024-03-30,27270,569,India,Clothing,Tops,136350
10434,S681,Sofa,4,2024-03-16,5104,163,Germany,Furniture,LivingRoom,20416
10435,S422,Chair,3,2024-04-18,17304,920,Germany,Furniture,Office,51912
10436,S176,DiningChair,4,2024-01-30,18022,307,USA,Furniture,Dining,72088
10437,S577,Sofa,1,2024-02-27,10972,421,Germany,Furniture,LivingRoom,10972
10438,S371,Jacket,4,2024-02-29,20405,972,India,Clothing,Outerwear,81620
10439,S955,Trousers,5,2024-01-28,2843,977,UK,Clothing,Bottoms,14215
10440,S625,Hoodie,2,2024-02-20,23513,150,UK,Clothing,Tops,47026
10441,S669,Mouse,4,2024-02-27,56207,866,Canada,Electronics,Accessories,224828
10442,S243,Shirt,1,2024-04-11,52884,224,India,Clothing,Tops,52884
10443,S481,Jeans,2,2024-02-21,54180,802,India,Clothing,Bottoms,108360
10444,S761,DiningTable,1,2024-01-26,4425,554,USA,Furniture,Dining,4425
10445,S272,Jacket,1,2024-01-07,30411,687,Germany,Clothing,Outerwear,30411
10446,S536,Wardrobe,1,2024-03-28,25282,276,UK,Furniture,Bedroom,25282
10447,S252,Trousers,3,2024-04-23,29429,135,Canada,Clothing,Bottoms,88287
10448,S663,Desk,4,2024-04-22,27200,590,India,Furniture,Office,108800
10449,S758,Coat,2,2024-01-26,27674,916,Canada,Clothing,Outerwear,55348
10450,S900,Shirt,3,2024-03-10,31636,596,UK,Clothing,Tops,94908
10451,S426,DiningChair,3,2024-01-04,11984,711,USA,Furniture,Dining,35952
10452,S885,Jacket,4,2024-02-15,34896,698,USA,Clothing,Outerwear,139584
10453,S935,T-shirt,2,2024-03-09,17667,910,India,Clothing,Tops,35334
10454,S706,Sandals,2,2024-01-31,11740,425,UK,Clothing,Footwear,23480
10455,S676,CoffeeTable,5,2024-01-19,37136,292,Germany,Furniture,LivingRoom,185680
10456,S157,DiningTable,4,2024-01-12,2687,338,Canada,Furniture,Dining,10748
10457,S728,Hoodie,4,2024-02-12,244,306,USA,Clothing,Tops,976
10458,S700,Keyboard,1,2024-01-19,1636,821,USA,Electronics,Accessories,1636
10459,S778,Jacket,3,2024-04-30,46372,505,Canada,Clothing,Outerwear,139116
10460,S849,Coat,3,2024-01-21,9142,547,Germany,Clothing,Outerwear,27426
10461,S728,DiningTable,5,2024-04-23,45653,905,UK,Furniture,Dining,228265
10462,S401,Trousers,3,2024-03-29,48303,230,USA,Clothing,Bottoms,144909
10463,S716,CoffeeTable,5,2024-01-24,2322,425,Canada,Furniture,LivingRoom,11610
10464,S179,Shirt,2,2024-04-05,21903,343,UK,Clothing,Tops,43806
10465,S786,Headphones,1,2024-03-31,54048,754,UK,Electronics,Accessories,54048
10466,S169,Desktop,2,2024-03-29,16553,458,UK,Electronics,Computers,33106
10467,S529,T-shirt,4,2024-04-03,28919,270,Germany,Clothing,Tops,115676
10468,S948,Refrigerator,5,2024-01-13,24798,590,Canada,Electronics,Appliances,123990
10469,S966,Chair,4,2024-04-12,5030,134,UK,Furniture,Office,20120
10470,S274,Coat,1,2024-02-13,5062,484,USA,Clothing,Outerwear,5062
10471,S594,Sofa,3,2024-03-19,39130,821,India,Furniture,LivingRoom,117390
10472,S203,Headphones,4,2024-01-07,10495,439,USA,Electronics,Accessories,41980
10473,S198,Sandals,3,2024-01-31,19690,150,Germany,Clothing,Footwear,59070
10474,S537,Bed,1,2024-01-01,23847,189,UK,Furniture,Bedroom,23847
10475,S274,Bed,1,2024-01-27,1886,753,UK,Furniture,Bedroom,1886
10476,S582,Shoes,3,2024-02-20,51637,600,UK,Clothing,Footwear,154911
10477,S478,Shoes,3,2024-02-18,58231,291,Germany,Clothing,Footwear,174693
10478,S957,Coat,4,2024-01-29,17462,375,Canada,Clothing,Outerwear,69848
10479,S927,Jeans,1,2024-02-14,43987,654,Germany,Clothing,Bottoms,43987
10480,S528,Chair,4,2024-03-07,53835,648,Germany,Furniture,Office,215340
10481,S974,Desk,3,2024-02-20,5374,831,India,Furniture,Office,16122
10482,S316,Chair,4,2024-01-22,11529,927,USA,Furniture,Office,46116
10483,S306,Shirt,1,2024-02-25,44969,942,USA,Clothing,Tops,44969
10484,S669,DiningChair,1,2024-02-19,5903,506,Canada,Furniture,Dining,5903
10485,S738,Speaker,1,2024-03-30,51747,701,Canada,Electronics,Entertainment,51747
10486,S702,Desktop,2,2024-03-13,9912,696,India,Electronics,Computers,19824
10487,S998,Shirt,5,2024-02-14,57880,520,UK,Clothing,Tops,289400
10488,S512,Refrigerator,1,2024-02-05,11485,247,Canada,Electronics,Appliances,11485
10489,S439,Bed,4,2024-04-22,58499,807,USA,Furniture,Bedroom,233996
10490,S937,Sandals,3,2024-02-13,1525,912,UK,Clothing,Footwear,4575
10491,S237,Speaker,1,2024-01-30,57144,407,Germany,Electronics,Entertainment,57144
10492,S292,Speaker,5,2024-01-12,42507,552,USA,Electronics,Entertainment,212535
10493,S262,Refrigerator,1,2024-04-11,33968,167,UK,Electronics,Appliances,33968
10494,S129,Bed,5,2024-03-13,57827,277,USA,Furniture,Bedroom,289135
10495,S469,T-shirt,1,2024-01-07,30113,821,USA,Clothing,Tops,30113
10496,S226,Speaker,5,2024-03-22,26214,797,India,Electronics,Entertainment,131070
10497,S991,Coat,5,2024-01-23,29435,585,Canada,Clothing,Outerwear,147175
10498,S364,DiningChair,2,2024-04-24,55096,866,India,Furniture,Dining,110192
10499,S685,Desktop,1,2024-04-19,10876,898,USA,Electronics,Computers,10876
10500,S625,Jeans,3,2024-02-22,42902,120,India,Clothing,Bottoms,128706
10501,S108,Headphones,2,2024-04-12,39596,329,UK,Electronics,Accessories,79192
10502,S972,DiningChair,4,2024-02-18,58886,457,Germany,Furniture,Dining,235544
10503,S944,Keyboard,3,2024-03-07,44580,738,Germany,Electronics,Accessories,133740
10504,S959,Sofa,5,2024-04-17,43608,483,Canada,Furniture,LivingRoom,218040
10505,S444,DiningChair,1,2024-01-09,31771,383,UK,Furniture,Dining,31771
10506,S883,Speaker,2,2024-03-07,10025,346,India,Electronics,Entertainment,20050
10507,S771,Wardrobe,2,2024-01-04,47470,609,UK,Furniture,Bedroom,94940
10508,S697,Refrigerator,4,2024-01-05,48482,825,Canada,Electronics,Appliances,193928
10509,S587,Jacket,5,2024-04-10,42032,787,UK,Clothing,Outerwear,210160
10510,S199,DiningTable,5,2024-02-07,12070,582,USA,Furniture,Dining,60350
10511,S327,DiningTable,3,2024-01-12,43089,463,USA,Furniture,Dining,129267
10512,S699,DiningChair,3,2024-02-03,24558,401,Germany,Furniture,Dining,73674
10513,S735,Shoes,5,2024-04-30,38231,172,Germany,Clothing,Footwear,191155
10514,S523,Hoodie,4,2024-02-08,34923,155,USA,Clothing,Tops,139692
10515,S568,Trousers,4,2024-04-24,37516,246,UK,Clothing,Bottoms,150064
10516,S281,Chair,4,2024-03-21,21999,420,India,Furniture,Office,87996
10517,S272,Sandals,2,2024-04-09,50085,690,USA,Clothing,Footwear,100170
10518,S539,Laptop,5,2024-03-22,28623,513,Germany,Electronics,Computers,143115
10519,S848,Microwave,1,2024-01-26,35181,482,India,Electronics,Appliances,35181
10520,S354,Mouse,1,2024-04-03,41270,331,UK,Electronics,Accessories,41270
10521,S413,Mouse,4,2024-03-16,33186,271,India,Electronics,Accessories,132744
10522,S710,Coat,4,2024-03-07,47899,636,UK,Clothing,Outerwear,191596
10523,S292,Keyboard,4,2024-04-06,23743,268,Germany,Electronics,Accessories,94972
10524,S122,Jeans,2,2024-04-03,14040,703,Canada,Clothing,Bottoms,28080
10525,S755,Shirt,1,2024-04-22,24788,361,Canada,Clothing,Tops,24788
10526,S120,Sofa,1,2024-04-17,43032,149,India,Furniture,LivingRoom,43032
10527,S585,Refrigerator,1,2024-02-02,36066,818,USA,Electronics,Appliances,36066
10528,S778,Shirt,4,2024-01-13,43562,632,UK,Clothing,Tops,174248
10529,S732,Desk,1,2024-04-02,33727,220,UK,Furniture,Office,33727
10530,S896,Shirt,2,2024-01-26,40111,369,Canada,Clothing,Tops,80222
10531,S661,Coat,3,2024-01-06,10710,608,USA,Clothing,Outerwear,32130
10532,S787,Wardrobe,2,2024-01-02,379,191,India,Furniture,Bedroom,758
10533,S176,Bed,1,2024-03-06,51287,840,India,Furniture,Bedroom,51287
10534,S151,Keyboard,3,2024-02-29,17509,202,USA,Electronics,Accessories,52527
10535,S218,Coat,3,2024-04-04,28118,197,India,Clothing,Outerwear,84354
10536,S548,Jeans,3,2024-04-24,23630,736,UK,Clothing,Bottoms,70890
10537,S510,CoffeeTable,3,2024-01-15,12184,509,Germany,Furniture,LivingRoom,36552
10538,S916,Refrigerator,4,2024-04-23,42722,270,India,Electronics,Appliances,170888
10539,S704,T-shirt,1,2024-04-26,27464,594,Canada,Clothing,Tops,27464
10540,S467,Bed,5,2024-04-09,25087,726,India,Furniture,Bedroom,125435
10541,S521,Desk,4,2024-04-23,7601,551,India,Furniture,Office,30404
10542,S794,Coat,1,2024-04-21,46374,637,Canada,Clothing,Outerwear,46374
10543,S817,Desk,5,2024-03-29,34482,733,India,Furniture,Office,172410
10544,S756,Keyboard,3,2024-03-27,43696,494,USA,Electronics,Accessories,131088
10545,S580,Sofa,2,2024-04-18,33332,972,Germany,Furniture,LivingRoom,66664
10546,S384,Shirt,3,2024-02-12,15987,151,Canada,Clothing,Tops,47961
10547,S554,Sandals,2,2024-02-28,5366,920,Canada,Clothing,Footwear,10732
10548,S609,Desktop,4,2024-01-16,20913,863,India,Electronics,Computers,83652
10549,S100,Sandals,1,2024-03-11,36712,945,India,Clothing,Footwear,36712
10550,S945,DiningTable,4,2024-02-16,22538,155,USA,Furniture,Dining,90152
10551,S216,Speaker,3,2024-02-27,47118,199,USA,Electronics,Entertainment,141354
10552,S482,Coat,3,2024-03-07,36093,818,India,Clothing,Outerwear,108279
10553,S860,Trousers,2,2024-04-01,54060,838,Germany,Clothing,Bottoms,108120
10554,S972,Jacket,2,2024-04-29,8113,502,USA,Clothing,Outerwear,16226
10555,S524,Headphones,3,2024-04-06,7262,147,Canada,Electronics,Accessories,21786
10556,S610,Sandals,5,2024-01-18,33243,104,Canada,Clothing,Footwear,166215
10557,S620,CoffeeTable,5,2024-04-28,31849,899,USA,Furniture,LivingRoom,159245
10558,S714,Chair,1,2024-03-25,25589,720,UK,Furniture,Office,25589
10559,S354,Wardrobe,5,2024-04-07,45584,380,Germany,Furniture,Bedroom,227920
10560,S716,Speaker,2,2024-02-22,9255,816,Canada,Electronics,Entertainment,18510
10561,S831,TV,2,2024-03-20,13943,397,UK,Electronics,Entertainment,27886
10562,S752,Chair,5,2024-03-29,35752,430,India,Furniture,Office,178760
10563,S967,Refrigerator,5,2024-04-22,18938,532,India,Electronics,Appliances,94690
10564,S786,Sofa,4,2024-01-07,9724,157,USA,Furniture,LivingRoom,38896
10565,S163,Keyboard,3,2024-04-17,9796,807,UK,Electronics,Accessories,29388
10566,S988,Shirt,4,2024-03-19,6916,791,Canada,Clothing,Tops,27664
10567,S917,Shoes,5,2024-04-11,51600,812,UK,Clothing,Footwear,258000
10568,S801,CoffeeTable,4,2024-04-10,27500,420,Canada,Furniture,LivingRoom,110000
10569,S989,Hoodie,3,2024-03-20,13509,899,Germany,Clothing,Tops,40527
10570,S281,Jacket,2,2024-02-27,19479,799,India,Clothing,Outerwear,38958
10571,S385,Jeans,4,2024-02-24,2863,669,UK,Clothing,Bottoms,11452
10572,S826,Trousers,1,2024-02-29,21863,258,India,Clothing,Bottoms,21863
10573,S408,Jacket,5,2024-03-25,55456,602,Canada,Clothing,Outerwear,277280
10574,S288,DiningTable,3,2024-01-29,34632,633,India,Furniture,Dining,103896
10575,S194,Desk,5,2024-02-21,35395,457,USA,Furniture,Office,176975
10576,S870,Coat,3,2024-01-28,19439,733,Canada,Clothing,Outerwear,58317
10577,S757,Laptop,3,2024-01-31,29407,728,Canada,Electronics,Computers,88221
10578,S915,Hoodie,3,2024-04-27,25193,216,Germany,Clothing,Tops,75579
10579,S483,TV,5,2024-04-08,54077,626,Canada,Electronics,Entertainment,270385
10580,S297,Microwave,3,2024-03-24,59069,428,Canada,Electronics,Appliances,177207
10581,S741,T-shirt,5,2024-01-01,35144,167,USA,Clothing,Tops,175720
10582,S948,Desk,1,2024-03-09,13672,819,Germany,Furniture,Office,13672
10583,S439,Sofa,1,2024-04-01,30295,138,India,Furniture,LivingRoom,30295
10584,S688,T-shirt,3,2024-01-10,36774,941,USA,Clothing,Tops,110322
10585,S543,Refrigerator,4,2024-02-21,41501,423,India,Electronics,Appliances,166004
10586,S863,Laptop,5,2024-04-06,4344,699,India,Electronics,Computers,21720
10587,S905,CoffeeTable,5,2024-02-07,7155,802,UK,Furniture,LivingRoom,35775
10588,S941,CoffeeTable,4,2024-02-20,25196,776,India,Furniture,LivingRoom,100784
10589,S500,Headphones,2,2024-04-05,9137,915,Canada,Electronics,Accessories,18274
10590,S995,Keyboard,3,2024-03-11,930,668,USA,Electronics,Accessories,2790
10591,S650,T-shirt,5,2024-02-20,39302,660,India,Clothing,Tops,196510
10592,S761,Headphones,3,2024-02-22,14076,971,Canada,Electronics,Accessories,42228
10593,S358,Jeans,2,2024-04-16,40628,298,India,Clothing,Bottoms,81256
10594,S174,Hoodie,4,2024-03-11,42449,397,India,Clothing,Tops,169796
10595,S465,Laptop,5,2024-02-12,32128,231,USA,Electronics,Computers,160640
10596,S561,Jacket,2,2024-03-03,21026,436,Canada,Clothing,Outerwear,42052
10597,S927,DiningTable,5,2024-02-16,37349,423,Germany,Furniture,Dining,186745
10598,S829,Shirt,2,2024-01-29,51689,857,Germany,Clothing,Tops,103378
10599,S573,TV,3,2024-03-02,57733,556,UK,Electronics,Entertainment,173199
10600,S183,Microwave,2,2024-03-18,42506,961,UK,Electronics,Appliances,85012
10601,S119,Trousers,1,2024-01-10,47872,969,Canada,Clothing,Bottoms,47872
10602,S137,CoffeeTable,5,2024-04-26,14143,664,UK,Furniture,LivingRoom,70715
10603,S890,Bed,3,2024-01-29,25922,703,UK,Furniture,Bedroom,77766
10604,S110,Shoes,4,2024-03-05,24046,778,USA,Clothing,Footwear,96184
10605,S679,Chair,4,2024-01-23,10634,679,USA,Furniture,Office,42536
10606,S599,Wardrobe,1,2024-04-07,14540,337,India,Furniture,Bedroom,14540
10607,S630,TV,1,2024-01-27,44016,910,UK,Electronics,Entertainment,44016
10608,S431,Refrigerator,1,2024-03-24,2815,205,Canada,Electronics,Appliances,2815
10609,S278,DiningChair,5,2024-03-13,35874,485,Germany,Furniture,Dining,179370
10610,S628,Desktop,4,2024-01-29,59657,515,UK,Electronics,Computers,238628
10611,S242,Refrigerator,5,2024-03-05,632,550,USA,Electronics,Appliances,3160
10612,S291,Hoodie,3,2024-01-20,14061,261,UK,Clothing,Tops,42183
10613,S837,Sofa,4,2024-02-12,53361,216,Germany,Furniture,LivingRoom,213444
10614,S762,Wardrobe,2,2024-01-21,38918,953,Germany,Furniture,Bedroom,77836
10615,S264,Jeans,2,2024-03-16,37784,237,Canada,Clothing,Bottoms,75568
10616,S284,Jeans,2,2024-04-28,17125,629,Germany,Clothing,Bottoms,34250
10617,S721,CoffeeTable,1,2024-02-27,14394,582,Germany,Furniture,LivingRoom,14394
10618,S696,Trousers,5,2024-04-11,9552,940,USA,Clothing,Bottoms,47760
10619,S704,DiningTable,3,2024-03-17,29918,170,USA,Furniture,Dining,89754
10620,S635,Microwave,1,2024-01-26,1285,980,Canada,Electronics,Appliances,1285
10621,S587,Bed,5,2024-01-23,6511,729,Canada,Furniture,Bedroom,32555
10622,S717,T-shirt,4,2024-01-17,43413,652,India,Clothing,Tops,173652
10623,S814,Wardrobe,3,2024-01-06,57532,642,Germany,Furniture,Bedroom,172596
10624,S859,Sandals,3,2024-04-12,38803,879,Canada,Clothing,Footwear,116409
10625,S338,Shoes,3,2024-04-08,31469,979,India,Clothing,Footwear,94407
10626,S861,Refrigerator,2,2024-03-31,558,908,India,Electronics,Appliances,1116
10627,S804,Sofa,4,2024-01-27,43096,923,UK,Furniture,LivingRoom,172384
10628,S699,TV,2,2024-03-24,28123,359,UK,Electronics,Entertainment,56246
10629,S506,Wardrobe,5,2024-03-28,18259,873,USA,Furniture,Bedroom,91295
10630,S595,Microwave,3,2024-03-12,36840,359,UK,Electronics,Appliances,110520
10631,S775,DiningChair,2,2024-04-20,56233,221,USA,Furniture,Dining,112466
10632,S904,Mouse,2,2024-02-21,33514,446,Canada,Electronics,Accessories,67028
10633,S923,Sofa,4,2024-01-01,41872,193,USA,Furniture,LivingRoom,167488
10634,S479,Microwave,1,2024-01-29,17441,181,Canada,Electronics,Appliances,17441
10635,S393,Sandals,5,2024-03-07,43203,828,Canada,Clothing,Footwear,216015
10636,S970,Trousers,4,2024-01-26,901,772,Canada,Clothing,Bottoms,3604
10637,S815,Mouse,5,2024-03-07,33659,337,Canada,Electronics,Accessories,168295
10638,S261,Shirt,2,2024-01-01,43127,188,UK,Clothing,Tops,86254
10639,S630,Speaker,4,2024-01-26,38609,115,India,Electronics,Entertainment,154436
10640,S331,Coat,3,2024-02-05,53645,720,USA,Clothing,Outerwear,160935
10641,S618,Microwave,3,2024-02-22,11671,209,Canada,Electronics,Appliances,35013
10642,S363,Coat,1,2024-03-06,52821,997,Canada,Clothing,Outerwear,52821
10643,S888,DiningChair,4,2024-03-02,37107,349,UK,Furniture,Dining,148428
10644,S169,Microwave,4,2024-02-03,7819,491,USA,Electronics,Appliances,31276
10645,S648,Desk,4,2024-03-07,23340,109,UK,Furniture,Office,93360
10646,S940,Jacket,4,2024-04-05,44351,450,India,Clothing,Outerwear,177404
10647,S687,Desk,3,2024-01-28,23369,375,USA,Furniture,Office,70107
10648,S347,Desk,2,2024-04-04,15591,993,UK,Furniture,Office,31182
10649,S464,Jeans,2,2024-03-20,55010,259,India,Clothing,Bottoms,110020
10650,S882,Hoodie,4,2024-01-01,40427,977,Canada,Clothing,Tops,161708
10651,S688,Sandals,5,2024-03-04,20871,989,UK,Clothing,Footwear,104355
10652,S868,Headphones,3,2024-01-29,26275,690,USA,Electronics,Accessories,78825
10653,S455,Sandals,5,2024-03-05,2334,503,USA,Clothing,Footwear,11670
10654,S112,Desktop,3,2024-01-02,45368,790,USA,Electronics,Computers,136104
10655,S365,Desktop,3,2024-04-20,40359,291,Canada,Electronics,Computers,121077
10656,S474,Keyboard,4,2024-02-13,40379,288,Germany,Electronics,Accessories,161516
10657,S510,Keyboard,3,2024-04-19,24125,386,Germany,Electronics,Accessories,72375
10658,S923,Jeans,1,2024-02-04,47439,341,Canada,Clothing,Bottoms,47439
10659,S253,Microwave,2,2024-04-04,52631,584,India,Electronics,Appliances,105262
10660,S745,Sandals,2,2024-04-18,58741,629,Canada,Clothing,Footwear,117482
10661,S979,DiningChair,3,2024-03-12,16647,681,India,Furniture,Dining,49941
10662,S360,Laptop,1,2024-04-14,14320,587,India,Electronics,Computers,14320
10663,S670,Speaker,3,2024-03-12,23813,929,UK,Electronics,Entertainment,71439
10664,S795,Desktop,1,2024-04-21,23209,720,USA,Electronics,Computers,23209
10665,S622,Desk,3,2024-03-27,21505,599,Germany,Furniture,Office,64515
10666,S989,Sandals,4,2024-01-19,41599,271,UK,Clothing,Footwear,166396
10667,S333,Microwave,1,2024-02-13,10816,421,UK,Electronics,Appliances,10816
10668,S377,DiningChair,5,2024-02-20,42447,555,UK,Furniture,Dining,212235
